"Data Source","World Development Indicators",

"Last Updated Date","2023-09-19",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022",
"Europe & Central Asia (excluding high income)","ECA","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.91279516297018","5.20349446870272","5.4510555255512","5.32874399366445","5.07557649742778","5.05549552062822","5.06705003090906","5.01620304539509","5.06415909385383","5.62053613871427","5.10420348179356","4.86689895082214","4.95104541876221","4.98977592738024","5.02082062636216","5.02226798367395","5.11400020799495","5.12034681188167","5.14153420530546","5.37285917519441","6.61799045459206","","",
"Europe & Central Asia","ECS","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.00624987848231","8.16886315593456","8.41777438543453","8.63442798843656","8.61486632451216","8.59900019708139","8.54500357236856","8.41552435410127","8.61382071576939","9.44500945297047","9.20790588036535","9.04325253458384","9.03969111305665","9.07755093329099","9.18177675069661","9.2625199587219","9.3184048918463","9.22982239912899","9.25478340364094","9.33581790214735","10.506985874191","","",
"Ecuador","ECU","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.33109665","3.75336552","4.4733963","5.44066668","5.56659126","5.59422064","5.70302868","5.33981323","5.37734222","5.6990099","6.11657906","6.47737551","6.76221228","6.80123425","6.72399378","7.49149466","7.27991438","7.42857933","7.86490965","7.81824636","8.47677135","","",
"Egypt, Arab Rep.","EGY","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.92244291","5.40030336","5.5107379","5.2242527","4.85732365","4.92229176","4.84190083","4.44493246","4.46634817","4.37870932","4.15319157","4.35707569","4.71025944","4.91730928","5.02518892","5.33657265","5.36399794","5.63305616","4.99379301","4.83619261","4.36497974","","",
"Euro area","EMU","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.64225943834821","8.74386068094609","8.96461392139282","9.1741196835603","9.19956810390735","9.29712676032726","9.2884771132577","9.18845284605915","9.4885328877594","10.2509480506863","10.2093620188941","10.0917580533161","10.1777015417042","10.2348815381402","10.2656257671544","10.2293514041326","10.2179667048164","10.1705718422422","10.1674223192765","10.2352634137911","11.2967887474205","","",
"Eritrea","ERI","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.76670074","5.91931677","6.6885128","7.33703375","7.00984955","6.8641758","6.85840511","5.2786293","6.415205","5.38878489","4.92946053","5.2196908","3.78068161","5.00735378","4.05707788","4.45335579","3.518888","3.72767901","4.12820911","4.45916176","4.09359646","","",
"Spain","ESP","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.7992177","6.76895761","6.80052757","7.563272","7.65842772","7.73191881","7.8290596","7.9186573","8.38226032","9.10764217","9.11891174","9.16797066","9.15419865","9.06693172","9.08897781","9.12642574","8.95201397","8.94976807","9.00140381","9.13947964","10.71374989","","",
"Estonia","EST","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.16377735","4.78060246","4.70329475","4.86138248","5.11891699","5.0549798","4.76235056","4.98252153","5.71727228","6.54903364","6.32313585","5.81930256","5.83366966","6.01667261","6.36199951","6.64135027","6.70240974","6.59727049","6.72095728","6.82277584","7.75206661","7.46633816","",
"Ethiopia","ETH","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.36504698","4.72316694","4.7126298","4.89970922","4.31281853","4.10098124","4.45757294","5.00128317","4.28063869","4.64983416","5.46637249","4.46897745","4.5395956","4.07506514","4.03365517","3.82316828","3.60033751","3.45336914","3.30371761","3.23382378","3.48096275","","",
"European Union","EUU","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.43527784345608","8.55742531280633","8.78064588854233","8.99641607909496","9.00220584783015","9.07208134488451","9.04081215757797","8.92916333001105","9.20013338207502","9.95767224996329","9.88514511546401","9.82641062616134","9.91663007739787","9.98394545216028","10.0035002440895","9.95189435448611","9.95031849111361","9.89311612569215","9.87815620382217","9.92657011399036","10.9122120403739","","",
"Fragile and conflict affected situations","FCS","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.99343353870545","5.36692368614333","5.07648158758528","5.43750255835626","5.08566917211007","4.7467283916137","5.04453713900484","4.97032212495411","4.53774493511578","5.09879869264994","4.74144758583874","4.80870018687772","4.68503566908874","4.59225039538161","4.63230161658284","4.59460944268917","4.62891140627216","4.85434167264632","4.43433562549953","4.35627370787898","4.74719956028323","","",
"Finland","FIN","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.09253168","7.25090456","7.62769508","7.9380517","8.05912876","8.28795624","8.2841177","8.08359432","8.34310627","9.16122341","9.14202785","9.22303009","9.5857954","9.80534649","9.78115082","9.64523888","9.37796021","9.12670135","9.04490948","9.17165565","9.61349583","","",
"Fiji","FJI","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.42441177","2.90547299","2.98349524","2.97298193","3.25768542","3.25656676","3.34798193","3.41514993","3.18467116","3.53587627","3.41664124","3.14293504","3.2655499","3.20040679","3.36860466","3.32468939","3.27979708","3.18689561","3.55373192","3.81606841","3.74984646","","",
"France","FRA","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.58447742","9.7056284","10.02218628","10.08283424","10.16429329","10.2148447","10.38566494","10.31564426","10.50084686","11.28756237","11.22560215","11.18497562","11.29740047","11.40466881","11.53414917","11.44077206","11.48530769","11.35755825","11.21255589","11.09835148","12.20504951","","",
"Faroe Islands","FRO","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.76511145","8.45260048","7.89720392","9.57150459","12.02715683","17.73306656","10.74129105","11.0585041","11.99137974","12.55259323","13.10624504","13.09527397","12.27709675","12.10208416","11.72290421","12.46286297","13.13244915","12.19635487","11.65710258","11.2604599","11.5599966","","",
"Gabon","GAB","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.90186429","3.1490531","3.32484865","3.53252935","3.33048439","2.93238807","3.1433847","3.1629262","2.78979158","3.83574653","2.47556901","2.55771565","2.42097569","2.84087205","2.53282261","2.65743947","3.1076982","2.78068876","2.74500418","2.76836324","3.42724609","","",
"United Kingdom","GBR","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.19114876","7.39209652","7.70158529","8.07401752","8.32724667","8.3883543","8.62720299","8.60300064","9.02258778","10.03383827","9.95166206","9.91592121","9.93235588","9.84154701","9.82684326","9.75462151","9.69526958","9.58797741","9.65815544","9.87480068","11.97759342","11.93908691","",
"Georgia","GEO","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.194592","7.16950893","7.81474257","8.02952862","8.08910847","8.07734203","7.63208008","7.43517828","8.44467068","9.56681633","9.07341194","8.0144434","8.04715919","7.88304853","7.9038682","7.42301464","7.99670744","7.05804443","7.11329699","6.65744209","7.6048708","","",
"Ghana","GHA","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.790447","3.17077661","2.88721824","2.82690215","2.76365352","3.63137388","3.67091465","3.80260491","3.87511325","4.37879181","4.22405624","4.69264126","4.00803423","4.59225416","4.01644135","4.5429678","3.39035821","3.2806716","3.40025568","3.39142489","3.99029994","","",
"Gibraltar","GIB","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.74825478","4.89139318","5.36402321","4.78055525","4.78467607","4.04512262","3.61521959","3.46627593","3.26562262","3.58147597","3.42782617","3.78955102","3.50398517","3.46108699","4.787992","5.80919266","5.39694929","3.91512918","3.73843002","4.06729603","4.0445075","","",
"Gambia, The","GMB","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.65441465","5.63960838","6.27723551","5.32621098","5.42000151","5.38602448","5.43720865","4.95501947","4.65938807","4.46430683","4.11944056","4.36967373","4.26872253","3.91374874","3.05234575","3.1761291","3.19523716","3.35449266","3.34384227","3.158566","2.6129365","","",
"Guinea-Bissau","GNB","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.74484873","6.70832205","5.82295084","5.88066673","7.47920179","7.25093508","7.28979349","7.2952776","7.04291964","6.94844532","6.26116657","6.21634817","5.94134808","7.03943443","9.96897411","8.13228226","8.32881451","7.00049543","7.62401152","8.35054398","8.40978622","","",
"Equatorial Guinea","GNQ","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.14653158","2.20352387","2.34721494","1.97841108","1.66347969","1.4999398","1.51855493","1.57114804","1.82898855","1.84398329","1.81856561","1.55349767","1.26357567","1.87566757","2.19292331","2.91533303","3.14450502","2.95976019","3.10309863","3.0297935","3.7683413","","",
"Greece","GRC","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.24332571","7.9878397","8.23377991","8.44915581","8.0939045","8.56466961","8.25866985","8.39808273","8.82774162","9.40688515","9.59662342","9.19330311","8.92415524","8.43796444","7.8914113","8.22004509","8.44874573","8.13515854","8.12024307","8.20262337","9.50820732","","",
"Grenada","GRD","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.35886383","5.62456989","6.17569733","5.28485727","5.36568451","5.14460278","5.11352158","5.23867893","5.386199","5.43471003","5.4188118","5.80423355","5.82235765","5.62652922","4.77353573","4.64675617","4.43910027","4.65701056","4.58373737","4.93189621","5.82064009","","",
"Greenland","GRL","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.39686108","6.07023716","6.01301289","6.15306854","6.26182795","6.14826393","6.36362219","6.1918335","6.08129978","6.33938646","6.1247797","5.96306896","6.07316971","5.77188921","5.8885684","6.00602007","6.07008219","6.13563824","6.11658907","6.18663979","6.46871376","","",
"Guam","GUM","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.18737936","3.05506778","3.19353795","3.26884198","3.43770432","3.79409742","3.93144464","4.28126192","4.20242214","4.35117149","4.21897697","4.17213488","3.7081871","3.80231309","3.94755435","4.02264786","4.01842117","4.3191123","4.90492535","4.93049145","5.50864172","","",
"High income","HIC","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.41307773233926","9.89216237431569","10.3196450961271","10.500497795807","10.4421542457102","10.4840247044125","10.542884007019","10.5076662979576","10.6740189043391","11.6406357605426","11.5388355050458","11.5469826228464","11.6687780843478","11.6804200317033","11.8568910035617","12.248605185718","12.4138183773402","12.3652048807331","12.2823891923682","12.5622994793169","14.0170779808089","","",
"Hong Kong SAR, China","HKG","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Honduras","HND","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.26817989","5.92998314","6.2445755","6.89004707","6.85484362","7.50086403","7.86318684","8.08494949","8.60362625","8.99592495","8.72536373","8.79187012","8.65655136","8.47723007","7.91455746","7.4837904","7.709445","7.00668859","7.22820663","7.30497599","9.03509808","9.10415936","",
"Heavily indebted poor countries (HIPC)","HPC","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.03309141945772","4.35024239774178","4.50718511494386","4.69743697583328","4.83882176706368","4.87459054628174","5.02074702433087","5.05257906825209","4.87190410580513","5.18115720920987","5.02623200446942","5.02895028533127","4.91939585355685","5.04652135630473","4.92851182592081","5.22940878221494","4.97370248285041","4.88661461859463","4.62850847528952","4.61071696060315","4.9193611575702","","",
"Croatia","HRV","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.64173985","7.16696358","6.1453743","6.302598","6.51233673","6.84697294","6.91900873","7.41713762","7.67231941","8.11311531","8.0207386","7.69077826","7.70057678","6.44103718","6.62079239","6.70067848","6.73855692","6.67034649","6.75780032","6.81108999","7.76502275","","",
"Haiti","HTI","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.99165702","3.7502923","3.43250132","3.53695321","3.42928433","3.30554652","3.48013902","3.64734101","3.75722051","3.50277376","4.54871035","5.91197777","5.56462336","4.10524035","4.52035809","5.07518148","4.80760574","3.81993892","4.31650324","3.91107914","3.22171094","","",
"Hungary","HUN","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.77804327","6.82614756","7.1210165","8.11923504","7.7565484","7.98271132","7.77566671","7.2018342","7.08621168","7.21973991","7.44544077","7.4782691","7.40815496","7.23183966","7.04440498","6.85204268","6.98634624","6.73819399","6.5753026","6.29731894","7.25031424","","",
"IBRD only","IBD","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.2334166116987","5.28555881390338","5.16656084208416","5.17567003161737","5.11318099631941","5.08720440620227","5.04675183940383","4.96316046622634","5.01797547658994","5.39011397934615","5.17395787131897","5.13126685047595","5.18566080257484","5.26364912336766","5.30475087874176","5.38883539970214","5.38577363758303","5.4371531913798","5.37821240433783","5.46417795835005","5.7992663639389","","",
"IDA & IBRD total","IBT","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.09561006089616","5.15511617061801","5.04040936526468","5.08911854347981","5.02555385259354","5.00308168985253","4.9676921366529","4.88990019804461","4.93032146417831","5.27890965406253","5.07423027567093","5.04550177442821","5.09819840720122","5.18031846762348","5.20858308175853","5.29251875088318","5.28190238416311","5.33089570809522","5.26080792296313","5.33647212112471","5.66415474136188","","",
"IDA total","IDA","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.60164789349734","3.72663329929378","3.74481105030134","4.18952399119002","4.10133396518775","4.09695116301468","4.12415128941439","4.05969426401101","3.93309651025217","4.04489993685857","3.91666977143547","3.88659900005984","3.90976124383149","4.06536428891027","3.97869944099214","4.12640936059041","4.02852211539829","3.97884626354984","3.72974395768023","3.69251827554488","3.96655147686809","","",
"IDA blend","IDB","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.12498634000599","3.0642358746494","2.80771388428629","3.75229853185156","3.58844440951589","3.67496412050213","3.72692235048531","3.55654211032569","3.47469658440912","3.41914277878099","3.44284067053329","3.32657505740574","3.39572537269207","3.50560805509367","3.41784200923371","3.49919923343754","3.53267697596936","3.49251484717586","3.24657959371352","3.25066140513421","3.58471061933402","","",
"Indonesia","IDN","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.85297656","2.11850214","1.98062706","2.24837184","2.12002277","2.53189397","2.61946416","2.82385564","2.54842305","2.62324095","2.7908783","2.98942471","2.91427088","2.86934805","2.96433568","2.92428517","3.02147198","2.90417194","2.86757827","2.90491366","3.41433048","","",
"IDA only","IDX","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.88626776681581","4.11781228053281","4.31990941262032","4.46447300774967","4.44465891725215","4.39164606874685","4.42885173831506","4.43751672047505","4.27258308965327","4.4657365352941","4.25195927571981","4.38116997604902","4.40648230836857","4.62241741202684","4.54302727618764","4.71458476233575","4.45025065305881","4.34749620354537","4.13135838990685","4.05020601671023","4.24827699059135","","",
"Isle of Man","IMN","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.03493309","4.26278067","4.24016762","4.00848055","3.95739174","3.79116249","3.63477802","3.51754212","3.51468062","3.48537874","3.27211928","3.24634218","3.32935286","3.74944186","3.61956549","3.59565997","3.50430417","2.93597651","2.8584938","2.94352531","2.95919013","","",
"Not classified","INX","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.89902735","6.39249372","6.67263031","7.00761414","7.21972942","7.64242792","7.51646948","7.80773735","9.12564754","10.52275753","10.5258255","10.6313448","10.62784767","10.30873108","9.54538631","7.31753302","7.44555712","7.14633131","6.88002014","6.6733737","7.10143661","6.7280345","",
"Iran, Islamic Rep.","IRN","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.72250843","5.15979576","4.65182209","4.95589161","5.12801409","5.29996157","5.15990877","4.91188192","5.03990459","6.11493444","6.29153061","6.09787989","6.12235117","5.54722023","6.35239553","7.25335979","7.82282066","7.7543416","7.52609015","5.94786263","5.33579969","","",
"Iraq","IRQ","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.99196053","3.84302664","2.89739943","2.42247891","3.10637712","3.03573871","3.76825905","3.23055625","2.79131818","2.69039416","2.81939769","2.79654908","3.14434433","3.28159881","4.19215298","4.05837107","4.25629616","5.08489752","","",
"Iceland","ISL","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.89924335","8.75266171","9.40382481","9.72930241","9.32854366","8.94694996","8.55709076","8.3535862","8.34370804","8.77518463","8.36173058","8.20293236","8.18118858","8.17555237","8.22888947","8.06978989","8.09714794","8.26131916","8.37734032","8.5256052","9.55796337","9.65296936","",
"Israel","ISR","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.79617071","7.22309399","7.14622402","7.08494616","7.02140188","7.11747074","6.90668821","6.87812519","6.94865084","7.04995871","6.99706697","6.9564743","7.08083487","7.04248762","7.12200594","7.10024405","7.16409779","7.23601007","7.28700161","7.47252941","8.31950188","","",
"Italy","ITA","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.56665516","7.73760843","7.86693573","7.83297729","8.16549301","8.33931828","8.43673038","8.13610077","8.53282356","8.95162296","8.91602039","8.77413177","8.78352833","8.77543831","8.86791801","8.85689163","8.72533035","8.67773914","8.68187714","8.6563549","9.63378334","9.45429516","",
"Jamaica","JAM","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.64462519","5.15652943","4.74544334","4.22014141","4.80435276","4.54581785","4.20788145","5.32057667","5.61143064","5.14654493","5.2951932","5.23845339","4.88512897","4.95443439","5.16564465","5.62470436","5.70102215","6.14859295","5.96798849","6.09761","6.61175442","","",
"Jordan","JOR","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.34367943","9.58549213","9.36340237","8.84089088","8.74985027","8.59408951","7.81179047","8.04956055","8.48880577","9.22396946","8.17025661","8.14807701","7.81799555","7.16592407","7.20892906","7.4609561","7.15642214","7.98199654","7.84809589","7.56996918","7.4691391","","",
"Japan","JPN","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.03456163","7.23947906","7.35235405","7.48654842","7.53518438","7.65818596","7.68688869","7.77935696","8.08909321","8.9587822","9.0630064","10.48780155","10.67169094","10.67438698","10.7290144","10.74969959","10.65891552","10.65627098","10.74637508","10.75110722","10.9042511","","",
"Kazakhstan","KAZ","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.16031408","3.47096992","3.61480069","3.72334647","3.98308039","3.90172577","3.39824915","2.70314932","3.04952621","3.49913716","2.73641348","2.60236716","3.03725958","2.66286707","2.97468472","3.04051137","3.42235589","3.05244446","2.8178606","2.78745699","3.78894091","","",
"Kenya","KEN","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.49379516","2.6706605","2.62076211","2.84449434","3.11812639","3.12553811","3.63250399","3.80025053","4.50025654","5.26973343","5.38849831","5.20212841","5.0180583","4.93100405","4.91267347","4.76439571","4.75429106","3.98597503","4.09903383","4.36111116","4.29190731","","",
"Kyrgyz Republic","KGZ","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.41414976","4.27703238","4.59219551","5.82382107","6.20281315","7.45010662","8.3118391","6.93210649","6.52511883","6.89873457","6.95027161","7.1072917","8.50966358","8.18745136","7.35766459","7.14930916","6.41248226","6.18586349","5.01030922","4.49454117","5.25933695","","",
"Cambodia","KHM","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.53804731","7.00522089","7.22556973","6.93705606","7.07894278","6.84559298","6.11889315","4.90875959","6.60109425","7.58330584","6.91169977","7.50353098","7.26115417","7.10386753","6.70157766","6.19431591","6.11648464","5.72271872","6.14389992","6.89604807","7.50527","","",
"Kiribati","KIR","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.64500046","12.3293438","11.9012785","10.66935253","12.42028809","11.50768661","11.57650661","11.35285187","14.07539082","13.43940926","9.26172829","8.63310242","8.64540958","9.50958157","10.03857899","8.02337551","8.41267395","10.59990215","11.92076588","11.38678551","11.64184189","","",
"St. Kitts and Nevis","KNA","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.79933786","4.39693737","4.45210552","4.75159693","4.49067402","4.72803831","4.98203421","4.79733467","5.30566025","5.28673744","5.2136941","5.1628871","5.00998354","5.04429483","4.74668789","5.11798382","5.42126036","5.26021719","4.88528252","4.93305063","5.36557055","","",
"Korea, Rep.","KOR","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.89759398","4.42762327","4.16491032","4.4238739","4.38896465","4.61782169","4.94396782","5.11490774","5.39896774","5.78228998","5.91734409","6.00844383","6.13262033","6.24789429","6.47438097","6.65271664","6.91432714","7.10694885","7.5438838","8.14101028","8.36409569","","",
"Kuwait","KWT","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.20343971","3.18838811","3.12468719","2.76216865","2.35702467","2.01313829","1.8213098","1.92673647","1.92400301","2.70638776","2.67879915","2.33303547","2.33311439","2.48789287","2.9159987","4.21497965","4.73096323","4.65326786","5.18862629","5.35958719","6.30743313","","",
